iter	Passed	Remaining
455	991	3141
456	992	3136
457	993	3131
458	995	3127
459	996	3121
460	999	3121
461	1000	3116
462	1002	3115
463	1005	3113
464	1008	3115
465	1010	3110
466	1011	3107
467	1013	3103
468	1015	3099
469	1018	3100
470	1019	3095
471	1024	3101
472	1026	3098
473	1028	3096
474	1030	3093
475	1032	3090
476	1036	3094
477	1038	3090
478	1039	3087
479	1041	3084
480	1043	3079
481	1044	3074
482	1045	3069
483	1046	3064
484	1048	3059
485	1053	3066
486	1054	3063
487	1056	3058
488	1058	3055
489	1062	3059
490	1065	3060
491	1067	3057
492	1070	3056
493	1072	3053
494	1073	3048
495	1076	3049
496	1077	3044
497	1079	3039
498	1080	3034
499	1081	3030
500	1086	3035
501	1089	3035
502	1090	3031
503	1092	3029
504	1095	3029
505	1098	3029
506	1100	3025
507	1101	3020
508	1105	3022
509	1109	3027
510	1111	3022
511	1112	3017
512	1115	3018
513	1116	3013
514	1119	3012
515	1121	3009
516	1122	3004
517	1123	2999
518	1125	2996
519	1128	2997
520	1129	2993
521	1132	2991
522	1136	2994
523	1137	2990
524	1139	2985
525	1141	2984
526	1142	2979
527	1143	2974
528	1145	2969
529	1147	2968
530	1149	2964
531	1151	2963
532	1153	2960
533	1155	2957
534	1156	2952
535	1158	2949
536	1159	2944
537	1160	2940
538	1162	2938
539	1164	2935
540	1166	2933
541	1169	2931
542	1170	2927
543	1171	2922
544	1174	2922
545	1176	2920
546	1178	2917
547	1180	2914
548	1181	2910
549	1185	2911
550	1188	2911
551	1189	2907
552	1194	2911
553	1196	2908
554	1197	2905
555	1199	2900
556	1200	2897
557	1202	2893
558	1203	2888
559	1204	2884
560	1207	2884
561	1210	2883
562	1211	2879
563	1213	2876
564	1215	2873
565	1218	2873
566	1221	2873
567	1222	2870
568	1225	2868
569	1227	2865
570	1229	2863
571	1231	2860
572	1232	2856
573	1233	2851
574	1234	2847
575	1236	2845
576	1237	2840
577	1239	2836
578	1240	2832
579	1242	2830
580	1245	2828
581	1246	2825
582	1249	2824
583	1250	2820
584	1253	2820
585	1258	2823
586	1277	2860
587	1281	2860
588	1282	2857
589	1285	2856
590	1287	2853
591	1289	2850
592	1291	2848
593	1294	2847
594	1295	2844
595	1298	2842
596	1300	2839
597	1301	2836
598	1303	2832
599	1304	2828
600	1305	2823
601	1306	2819
602	1307	2815
603	1311	2816
604	1315	2816
605	1319	2820
606	1322	2819
607	1323	2815
608	1324	2810
609	1326	2806
610	1327	2802
611	1328	2797
612	1329	2794
613	1331	2790
614	1335	2791
615	1337	2790
616	1339	2787
617	1341	2784
618	1342	2780
619	1343	2776
620	1347	2777
621	1348	2773
622	1350	2770
623	1352	2767
624	1353	2763
625	1354	2759
626	1357	2757
627	1358	2753
628	1359	2749
629	1361	2747
630	1363	2743
631	1364	2740
632	1367	2738
633	1368	2734
634	1369	2730
635	1370	2726
636	1371	2722
637	1373	2718
638	1374	2715
639	1378	2715
640	1379	2711
641	1380	2707
642	1381	2703
643	1382	2699
644	1384	2695
645	1386	2693
646	1388	2691
647	1390	2687
648	1391	2684
649	1394	2683
650	1396	2681
651	1400	2683
652	1402	2680
653	1403	2676
654	1404	2672
655	1406	2669
656	1407	2665
657	1410	2664
658	1411	2660
659	1412	2656
660	1413	2652
661	1416	2650
662	1418	2648
663	1422	2650
664	1423	2646
665	1426	2645
666	1428	2643
667	1430	2639
668	1431	2635
669	1432	2631
670	1434	2630
671	1436	2627
672	1441	2629
673	1443	2627
674	1444	2624
675	1446	2621
676	1450	2621
677	1451	2617
678	1453	2615
679	1455	2612
680	1456	2609
681	1458	2606
682	1459	2602
683	1460	2598
684	1461	2594
685	1462	2590
686	1464	2587
687	1465	2583
688	1470	2586
689	1471	2582
690	1474	2582
691	1476	2579
692	1478	2577
693	1480	2575
694	1483	2573
695	1484	2571
696	1486	2568
697	1487	2564
698	1489	2561
699	1490	2557
700	1492	2555
701	1497	2557
702	1501	2558
703	1502	2554
704	1504	2552
705	1505	2549
706	1507	2545
707	1512	2547
708	1513	2544
709	1515	2541
710	1516	2537
711	1519	2537
712	1520	2533
713	1525	2536
714	1527	2534
715	1531	2534
716	1532	2530
717	1533	2526
718	1534	2522
719	1535	2519
720	1537	2516
721	1538	2512
722	1539	2509
723	1542	2507
724	1543	2504
725	1545	2501
726	1547	2499
727	1548	2495
728	1550	2492
729	1551	2489
730	1552	2485
731	1554	2481
732	1556	2480
733	1558	2478
734	1563	2480
735	1565	2477
736	1567	2475
737	1570	2474
738	1575	2477
739	1578	2476
740	1583	2478
741	1584	2475
742	1587	2473
743	1591	2475
744	1592	2471
745	1594	2468
746	1595	2464
747	1596	2461
748	1598	2458
749	1600	2455
750	1603	2456
751	1605	2453
752	1609	2453
753	1612	2452
754	1614	2449
755	1616	2447
756	1617	2444
757	1620	2443
758	1621	2440
759	1622	2436
760	1624	2433
761	1626	2431
762	1627	2427
763	1629	2425
764	1630	2421
765	1632	2418
766	1633	2415
767	1635	2412
768	1637	2410
769	1642	2412
770	1643	2408
771	1646	2408
772	1648	2405
773	1649	2402
774	1652	2401
775	1655	2400
776	1656	2396
777	1658	2394
778	1662	2394
779	1663	2391
780	1666	2389
781	1668	2388
782	1671	2387
783	1675	2386
784	1676	2383
785	1678	2380
786	1679	2377
787	1681	2374
788	1684	2374
789	1686	2371
790	1687	2368
791	1690	2366
792	1692	2364
793	1693	2360
794	1694	2357
795	1696	2354
796	1699	2353
797	1704	2355
798	1708	2357
799	1711	2355
800	1714	2354
801	1716	2352
802	1718	2350
803	1722	2350
804	1725	2349
805	1730	2350
806	1734	2350
807	1737	2349
808	1738	2346
809	1740	2344
810	1741	2340
811	1746	2341
812	1750	2342
813	1752	2340
814	1754	2337
815	1755	2334
816	1756	2331
817	1761	2332
818	1763	2329
819	1764	2325
820	1765	2322
821	1767	2319
822	1769	2317
823	1770	2313
824	1771	2310
825	1772	2307
826	1774	2304
827	1777	2303
828	1782	2305
829	1785	2304
830	1790	2305
831	1793	2304
832	1797	2305
833	1799	2301
834	1800	2298
835	1801	2295
836	1804	2293
837	1807	2293
838	1810	2291
839	1811	2287
840	1812	2284
841	1814	2282
842	1817	2281
843	1822	2281
844	1823	2278
845	1825	2276
846	1826	2273
847	1827	2269
848	1829	2267
849	1833	2266
850	1834	2263
851	1837	2262
852	1839	2259
853	1840	2256
854	1842	2253
855	1843	2251
856	1845	2248
857	1846	2245
858	1848	2242
859	1849	2239
860	1851	2235
861	1852	2233
862	1854	2229
863	1855	2226
864	1857	2224
865	1858	2221
866	1860	2218
867	1862	2216
868	1866	2216
869	1867	2212
870	1870	2212
871	1872	2209
872	1875	2207
873	1876	2204
874	1880	2205
875	1882	2202
876	1883	2198
877	1884	2195
878	1886	2192
879	1888	2190
880	1889	2188
881	1891	2185
882	1893	2182
883	1894	2179
884	1895	2176
885	1897	2174
886	1901	2173
887	1904	2172
888	1905	2169
889	1907	2166
890	1908	2163
891	1909	2160
892	1911	2157
893	1913	2155
894	1915	2153
895	1918	2151
896	1919	2148
897	1920	2145
898	1922	2142
899	1925	2141
900	1926	2138
901	1928	2135
902	1929	2132
903	1931	2130
904	1932	2127
905	1934	2124
906	1935	2121
907	1938	2119
908	1941	2118
909	1942	2115
910	1945	2113
911	1948	2112
912	1949	2110
913	1952	2108
914	1953	2105
915	1955	2102
916	1957	2100
917	1958	2097
918	1961	2096
919	1963	2093
920	1964	2090
921	1966	2087
922	1969	2086
923	1970	2083
924	1971	2080
925	1973	2077
926	1976	2076
927	1978	2074
928	1980	2071
929	1981	2068
930	1985	2068
931	1988	2066
932	1990	2064
933	1991	2062
934	1996	2062
935	1997	2059
936	1999	2057
937	2001	2055
938	2002	2052
939	2006	2051
940	2007	2048
941	2009	2045
942	2011	2042
943	2015	2043
944	2016	2040
945	2019	2038
946	2022	2037
947	2023	2034
948	2027	2034
949	2029	2031
950	2030	2028
951	2033	2026
952	2034	2023
953	2038	2023
954	2040	2020
955	2041	2017
956	2042	2014
957	2043	2011
958	2045	2008
959	2048	2007
960	2049	2004
961	2051	2002
962	2055	2002
963	2059	2001
964	2060	1998
965	2062	1996
966	2063	1993
967	2066	1992
968	2068	1989
969	2070	1987
970	2071	1984
971	2073	1981
972	2074	1978
973	2075	1975
974	2079	1974
975	2081	1972
976	2083	1970
977	2086	1968
978	2088	1966
979	2089	1963
980	2090	1960
981	2093	1959
982	2095	1956
983	2096	1954
984	2098	1951
985	2099	1948
986	2103	1947
987	2105	1945
988	2107	1943
989	2112	1943
990	2114	1941
991	2116	1939
992	2118	1937
993	2119	1934
994	2121	1931
995	2122	1928
996	2123	1925
997	2125	1922
998	2128	1921
999	2129	1918
1000	2131	1916
1001	2132	1913
1002	2135	1911
1003	2137	1910
1004	2139	1907
1005	2141	1905
1006	2144	1904
1007	2146	1901
1008	2147	1898
1009	2148	1895
1010	2150	1893
1011	2151	1890
1012	2154	1888
1013	2156	1886
1014	2159	1885
1015	2162	1884
1016	2164	1881
1017	2167	1879
1018	2169	1877
1019	2170	1874
1020	2175	1875
1021	2177	1872
1022	2179	1870
1023	2181	1868
1024	2183	1866
1025	2185	1863
1026	2187	1861
1027	2189	1859
1028	2191	1857
1029	2193	1854
1030	2198	1855
1031	2200	1853
1032	2202	1850
1033	2203	1847
1034	2205	1845
1035	2206	1842
1036	2207	1839
1037	2210	1837
1038	2213	1836
1039	2216	1834
1040	2217	1831
1041	2219	1829
1042	2220	1826
1043	2222	1824
1044	2223	1821
1045	2224	1818
1046	2228	1818
1047	2230	1815
1048	2231	1812
1049	2233	1809
1050	2234	1807
1051	2236	1804
1052	2237	1802
1053	2241	1801
1054	2242	1798
1055	2243	1795
1056	2247	1794
1057	2248	1791
1058	2253	1791
1059	2255	1789
1060	2256	1786
1061	2257	1783
1062	2260	1781
1063	2264	1781
1064	2269	1781
1065	2274	1781
1066	2275	1778
1067	2276	1775
1068	2278	1772
1069	2279	1770
1070	2281	1767
1071	2283	1765
1072	2284	1762
1073	2286	1760
1074	2287	1757
1075	2288	1754
1076	2289	1752
1077	2291	1749
1078	2292	1746
1079	2296	1745
1080	2299	1744
1081	2301	1742
1082	2303	1739
1083	2305	1737
1084	2306	1734
1085	2309	1733
1086	2311	1730
1087	2314	1729
1088	2316	1727
1089	2318	1725
1090	2323	1724
1091	2324	1722
1092	2329	1721
1093	2330	1719
1094	2333	1717
1095	2337	1716
1096	2338	1714
1097	2341	1712
1098	2342	1709
1099	2347	1709
1100	2350	1707
1101	2352	1705
1102	2353	1702
1103	2355	1700
1104	2356	1697
1105	2359	1695
1106	2362	1694
1107	2365	1693
1108	2367	1690
1109	2368	1687
1110	2369	1684
1111	2373	1683
1112	2377	1683
1113	2380	1681
1114	2381	1679
1115	2384	1677
1116	2386	1674
1117	2387	1672
1118	2389	1669
1119	2391	1667
1120	2392	1664
1121	2393	1661
1122	2394	1659
1123	2396	1656
1124	2398	1654
1125	2400	1652
1126	2402	1649
1127	2404	1647
1128	2405	1644
1129	2407	1642
1130	2409	1640
1131	2411	1637
1132	2412	1635
1133	2414	1633
1134	2415	1630
1135	2417	1627
1136	2418	1625
1137	2420	1622
1138	2425	1622
1139	2427	1620
1140	2431	1619
1141	2432	1616
1142	2434	1614
1143	2438	1613
1144	2439	1610
1145	2441	1608
1146	2442	1605
1147	2444	1603
1148	2449	1603
1149	2452	1601
1150	2453	1598
1151	2458	1598
1152	2461	1596
1153	2465	1595
1154	2468	1594
1155	2470	1592
1156	2472	1589
1157	2474	1587
1158	2476	1585
1159	2478	1583
1160	2481	1581
1161	2483	1579
1162	2486	1578
1163	2488	1575
1164	2489	1572
1165	2491	1570
1166	2493	1568
1167	2494	1565
1168	2496	1562
1169	2497	1560
1170	2499	1558
1171	2501	1556
1172	2504	1554
1173	2506	1552
1174	2507	1549
1175	2508	1546
1176	2510	1544
1177	2512	1541
1178	2513	1539
1179	2515	1536
1180	2518	1535
1181	2520	1532
1182	2521	1530
1183	2522	1527
1184	2524	1525
1185	2525	1522
1186	2529	1521
1187	2533	1520
1188	2537	1519
1189	2538	1516
1190	2539	1513
1191	2540	1511
1192	2544	1510
1193	2546	1507
1194	2548	1505
1195	2549	1502
1196	2554	1502
1197	2556	1499
1198	2557	1497
1199	2559	1495
1200	2562	1493
1201	2565	1492
1202	2567	1489
1203	2568	1487
1204	2573	1486
1205	2574	1483
1206	2576	1481
1207	2578	1479
1208	2579	1476
1209	2581	1474
1210	2586	1473
1211	2588	1471
1212	2591	1470
1213	2592	1467
1214	2594	1464
1215	2595	1462
1216	2599	1460
1217	2603	1460
1218	2605	1457
1219	2608	1455
1220	2609	1453
1221	2614	1452
1222	2615	1450
1223	2616	1447
1224	2618	1444
1225	2621	1443
1226	2622	1440
1227	2624	1438
1228	2625	1435
1229	2627	1433
1230	2629	1431
1231	2631	1429
1232	2633	1426
1233	2634	1424
1234	2636	1421
1235	2637	1418
1236	2640	1417
1237	2641	1414
1238	2643	1412
1239	2645	1410
1240	2647	1407
1241	2648	1405
1242	2650	1403
1243	2651	1400
1244	2653	1398
1245	2656	1396
1246	2658	1394
1247	2662	1393
1248	2667	1392
1249	2672	1391
1250	2673	1389
1251	2675	1386
1252	2676	1384
1253	2681	1383
1254	2682	1380
1255	2684	1378
1256	2685	1376
1257	2687	1373
1258	2688	1371
1259	2689	1368
1260	2694	1367
1261	2695	1364
1262	2696	1362
1263	2698	1360
1264	2703	1359
1265	2705	1357
1266	2707	1354
1267	2709	1352
1268	2711	1350
1269	2712	1347
1270	2714	1345
1271	2715	1342
1272	2718	1341
1273	2720	1338
1274	2721	1336
1275	2723	1334
1276	2725	1331
1277	2727	1329
1278	2729	1327
1279	2730	1324
1280	2732	1322
1281	2733	1320
1282	2736	1318
1283	2738	1316
1284	2742	1314
1285	2743	1311
1286	2748	1311
1287	2749	1308
1288	2751	1306
1289	2755	1304
1290	2757	1303
1291	2759	1300
1292	2760	1298
1293	2761	1295
1294	2764	1293
1295	2765	1291
1296	2769	1289
1297	2772	1288
1298	2774	1285
1299	2775	1283
1300	2776	1280
1301	2777	1277
1302	2781	1276
1303	2783	1274
1304	2784	1271
1305	2785	1269
1306	2786	1266
1307	2791	1265
1308	2792	1262
1309	2794	1260
1310	2798	1259
1311	2800	1257
1312	2801	1254
1313	2806	1253
1314	2808	1251
1315	2809	1249
1316	2811	1246
1317	2812	1244
1318	2817	1243
1319	2819	1241
1320	2820	1238
1321	2821	1235
1322	2824	1233
1323	2828	1232
1324	2831	1230
1325	2832	1228
1326	2833	1225
1327	2835	1223
1328	2837	1221
1329	2839	1218
1330	2840	1216
1331	2841	1213
1332	2842	1211
1333	2843	1208
1334	2846	1206
1335	2848	1204
1336	2849	1201
1337	2850	1199
1338	2852	1197
1339	2854	1194
1340	2855	1192
1341	2856	1189
1342	2858	1187
1343	2861	1186
1344	2862	1183
1345	2864	1181
1346	2865	1178
1347	2867	1176
1348	2868	1173
1349	2870	1171
1350	2873	1169
1351	2874	1167
1352	2876	1165
1353	2878	1162
1354	2880	1160
1355	2883	1159
1356	2888	1157
1357	2889	1155
1358	2891	1153
1359	2892	1150
1360	2895	1148
1361	2896	1146
1362	2897	1143
1363	2899	1141
1364	2902	1139
1365	2903	1137
1366	2907	1135
1367	2912	1134
1368	2914	1132
1369	2915	1129
1370	2918	1128
1371	2919	1125
1372	2920	1123
1373	2921	1120
1374	2925	1119
1375	2926	1116
1376	2927	1114
1377	2929	1111
1378	2930	1109
1379	2932	1106
1380	2933	1104
1381	2936	1102
1382	2937	1100
1383	2938	1097
1384	2943	1096
1385	2945	1094
1386	2949	1093
1387	2951	1090
1388	2953	1088
1389	2954	1086
1390	2955	1083
1391	2958	1081
1392	2959	1079
1393	2961	1077
1394	2962	1074
1395	2965	1072
1396	2973	1072
1397	2987	1074
1398	2989	1072
1399	2991	1070
1400	2992	1067
1401	2993	1065
1402	2994	1063
1403	2996	1060
1404	2997	1058
1405	2998	1055
1406	3003	1054
1407	3004	1052
1408	3006	1049
1409	3008	1047
1410	3009	1045
1411	3011	1043
1412	3012	1040
1413	3014	1038
1414	3015	1035
1415	3017	1033
1416	3019	1031
1417	3022	1029
1418	3024	1027
1419	3026	1025
1420	3027	1022
1421	3028	1020
1422	3030	1017
1423	3031	1015
1424	3033	1013
1425	3034	1010
1426	3036	1008
1427	3039	1006
1428	3040	1004
1429	3043	1002
1430	3044	999
1431	3045	997
1432	3047	995
1433	3049	993
1434	3051	990
1435	3053	988
1436	3054	986
1437	3058	984
1438	3060	982
1439	3062	980
1440	3064	978
1441	3065	975
1442	3066	973
1443	3069	971
1444	3070	968
1445	3072	966
1446	3073	964
1447	3074	961
1448	3075	959
1449	3077	957
1450	3081	955
1451	3083	953
1452	3084	950
1453	3085	948
1454	3087	946
1455	3090	944
1456	3092	942
1457	3094	940
1458	3095	937
1459	3097	935
1460	3098	933
1461	3100	930
1462	3104	929
1463	3107	927
1464	3108	925
1465	3112	923
1466	3113	921
1467	3116	919
1468	3118	917
1469	3121	915
1470	3123	913
1471	3124	910
1472	3126	908
1473	3128	906
1474	3129	903
1475	3133	902
1476	3136	900
1477	3138	898
1478	3140	896
1479	3141	893
1480	3143	891
1481	3145	889
1482	3147	887
1483	3149	885
1484	3153	883
1485	3155	881
1486	3158	879
1487	3160	877
1488	3162	875
1489	3167	873
1490	3169	871
1491	3170	869
1492	3171	866
1493	3172	864
1494	3173	861
1495	3174	859
1496	3176	857
1497	3179	855
1498	3180	853
1499	3183	851
1500	3185	849
1501	3187	846
1502	3188	844
1503	3189	842
1504	3191	839
1505	3192	837
1506	3196	835
1507	3197	833
1508	3202	831
1509	3203	829
1510	3205	827
1511	3206	825
1512	3208	822
1513	3209	820
1514	3210	818
1515	3213	816
1516	3215	813
1517	3218	812
1518	3221	810
1519	3222	807
1520	3224	805
1521	3226	803
1522	3228	801
1523	3230	799
1524	3232	796
1525	3233	794
1526	3234	792
1527	3236	790
1528	3238	787
1529	3240	785
1530	3242	783
1531	3244	781
1532	3248	779
1533	3251	777
1534	3252	775
1535	3256	773
1536	3257	771
1537	3259	769
1538	3260	766
1539	3261	764
1540	3263	762
1541	3266	760
1542	3269	758
1543	3270	756
1544	3273	754
1545	3275	752
1546	3279	750
1547	3280	748
1548	3281	745
1549	3287	744
1550	3288	742
1551	3289	739
1552	3291	737
1553	3292	735
1554	3294	732
1555	3295	730
1556	3297	728
1557	3299	726
1558	3301	724
1559	3307	722
1560	3308	720
1561	3311	718
1562	3312	716
1563	3316	714
1564	3318	712
1565	3319	710
1566	3322	708
1567	3325	706
1568	3328	704
1569	3329	702
1570	3334	700
1571	3336	698
1572	3338	696
1573	3339	693
1574	3342	691
1575	3344	689
1576	3346	687
1577	3347	685
1578	3350	683
1579	3353	681
1580	3354	678
1581	3355	676
1582	3357	674
1583	3358	672
1584	3361	670
1585	3363	668
1586	3365	665
1587	3366	663
1588	3370	661
1589	3373	659
1590	3377	658
1591	3380	656
1592	3382	653
1593	3386	652
1594	3387	649
1595	3390	647
1596	3393	645
1597	3394	643
1598	3397	641
1599	3398	639
1600	3402	637
1601	3403	635
1602	3408	633
1603	3409	631
1604	3410	629
1605	3411	626
1606	3413	624
1607	3414	622
1608	3420	620
1609	3421	618
1610	3422	616
1611	3426	614
1612	3431	612
1613	3432	610
1614	3435	608
1615	3436	606
1616	3439	604
1617	3444	602
1618	3446	600
1619	3449	598
1620	3453	596
1621	3455	594
1622	3456	592
1623	3457	589
1624	3459	587
1625	3464	585
1626	3465	583
1627	3468	581
1628	3472	579
1629	3473	577
1630	3476	575
1631	3478	573
1632	3479	571
1633	3480	568
1634	3482	566
1635	3483	564
1636	3484	561
1637	3487	559
1638	3492	558
1639	3493	556
1640	3495	553
1641	3499	552
1642	3505	550
1643	3506	548
1644	3507	545
1645	3512	544
1646	3514	542
1647	3518	540
1648	3520	537
1649	3521	535
1650	3522	533
1651	3523	531
1652	3527	529
1653	3528	526
1654	3529	524
1655	3531	522
1656	3532	520
1657	3535	518
1658	3538	516
1659	3541	514
1660	3542	511
1661	3546	510
1662	3548	507
1663	3550	505
1664	3551	503
1665	3553	501
1666	3554	498
1667	3556	496
1668	3558	494
1669	3559	492
1670	3561	490
1671	3563	488
1672	3565	485
1673	3567	483
1674	3569	481
1675	3571	479
1676	3573	477
1677	3574	475
1678	3576	472
1679	3578	470
1680	3582	468
1681	3584	466
1682	3585	464
1683	3587	462
1684	3589	460
1685	3592	458
1686	3593	455
1687	3595	453
1688	3598	451
1689	3599	449
1690	3603	447
1691	3605	445
1692	3607	443
1693	3610	441
1694	3613	439
1695	3617	437
1696	3618	435
1697	3621	432
1698	3622	430
1699	3628	428
1700	3630	426
1701	3632	424
1702	3637	422
1703	3638	420
1704	3639	418
1705	3641	416
1706	3645	414
1707	3647	412
1708	3649	410
1709	3654	408
1710	3656	406
1711	3657	403
1712	3659	401
1713	3661	399
1714	3663	397
1715	3665	395
1716	3667	393
1717	3669	390
1718	3671	388
1719	3674	386
1720	3675	384
1721	3676	382
1722	3678	379
1723	3679	377
1724	3682	375
1725	3685	373
1726	3686	371
1727	3688	369
1728	3692	367
1729	3697	365
1730	3703	363
1731	3706	361
1732	3707	359
1733	3710	357
1734	3713	355
1735	3717	353
1736	3720	351
1737	3723	349
1738	3727	347
1739	3728	345
1740	3731	342
1741	3732	340
1742	3738	338
1743	3743	336
1744	3746	334
1745	3749	332
1746	3753	330
1747	3759	329
1748	3762	326
