iter	RMSE
266	549.913212
267	549.9075786
268	549.9075786
269	549.8652742
270	549.8652742
271	549.8652742
272	549.7386375
273	549.5991877
274	549.5991877
275	549.5841984
276	549.5584911
277	549.5584911
278	549.4428968
279	549.3703039
280	549.0890066
281	549.0026746
282	548.9880133
283	548.925527
284	548.925527
285	548.925527
286	548.925527
287	548.8908022
288	548.8908022
289	548.6926443
290	548.6926443
291	548.6869233
292	548.6470177
293	548.6470176
294	548.6470176
295	548.6470176
296	547.9472701
297	547.906073
298	547.8278865
299	547.6925853
300	547.6925853
301	547.6925853
302	547.6925853
303	547.3174303
304	547.31625
305	547.1994905
306	547.1602812
307	547.1437409
308	546.8467831
309	546.8467831
310	546.6536869
311	546.5936559
312	546.5936559
313	546.5936559
314	546.5251817
315	546.5251817
316	546.5251817
317	546.4786785
318	546.4786785
319	546.442359
320	546.4184685
321	546.3307881
322	546.3307881
323	546.3307881
324	546.3307881
325	546.3273762
326	546.3273762
327	546.319412
328	546.319412
329	546.2471792
330	545.9938646
331	545.9878176
332	545.9294358
333	545.9294358
334	545.9245104
335	545.9245104
336	545.9245104
337	545.9245104
338	545.9245104
339	545.8765428
340	545.7821305
341	545.7821305
342	545.707318
343	545.6993711
344	545.5819792
345	544.9495436
346	544.5139482
347	544.5139481
348	544.4090965
349	544.4009318
350	544.3937745
351	544.392715
352	544.392715
353	544.2581196
354	544.2018045
355	544.1100733
356	544.0906386
357	544.0867554
358	544.0305963
359	544.0305963
360	543.9411156
361	543.9411156
362	543.9411155
363	543.9411155
364	543.9411155
365	543.7546099
366	543.3543011
367	543.3447555
368	543.3419317
369	543.3163224
370	543.3163224
371	543.2997919
372	543.0951638
373	543.072729
374	543.072729
375	543.072729
376	543.0010131
377	542.9681363
378	542.960318
379	542.960318
380	542.9562052
381	542.9562052
382	542.9562052
383	542.9362334
384	542.9292439
385	542.9292439
386	542.8719249
387	542.7153772
388	542.3948399
389	542.3948399
390	542.2250926
391	542.2049129
392	542.1627637
393	542.1204491
394	542.0662252
395	542.0637718
396	542.0637718
397	541.9055167
398	541.8870979
399	541.6035909
400	541.5895823
401	541.4327394
402	541.2213913
403	541.1813306
404	541.1813306
405	541.1761251
406	540.6488852
407	540.6477587
408	540.6477587
409	540.6309801
410	540.6309801
411	540.3984569
412	540.3984569
413	540.3984569
414	540.3366721
415	540.3366721
416	540.2559613
417	540.1504304
418	540.1486747
419	540.104767
420	540.0536668
421	540.0503628
422	540.0308393
423	540.0308393
424	540.0032884
425	539.9955061
426	539.9955061
427	539.9925942
428	539.9925942
429	539.9925942
430	539.9412153
431	539.8332122
432	539.7238218
433	539.6888891
434	539.6888891
435	539.4464207
436	539.4000079
437	539.3966992
438	539.3845446
439	539.3707191
440	539.3298145
441	539.2980164
442	539.28883
443	539.28883
444	539.28883
445	539.2463266
446	539.138798
447	539.0962762
448	539.0785829
449	539.0660352
450	539.0660352
451	539.0415477
452	538.9226886
453	538.7937983
454	538.5962493
455	538.5962493
456	538.5962493
457	538.5962493
458	538.5897089
459	538.5897089
460	538.5676941
461	538.5676941
462	538.5537332
463	538.4049332
464	538.3093504
465	538.3093504
466	538.1929364
467	538.1884066
468	538.1864672
469	538.1387577
470	538.1387577
471	537.9534694
472	537.9435726
473	537.9287722
474	537.8199915
475	537.8125478
476	537.7046616
477	537.6969471
478	537.6601243
479	537.6558514
480	537.6558514
481	537.6558514
482	537.6539026
483	537.6539026
484	537.6539026
485	537.5629342
486	537.5370378
487	537.5370378
488	537.5218807
489	537.3513266
490	537.2619208
491	537.2552535
492	537.2442815
493	537.2308016
494	537.2308016
495	537.0984991
496	537.0984991
497	537.0984991
498	537.0984991
499	537.0984991
500	537.0091006
501	536.9812085
502	536.9584401
503	536.9550358
504	536.9028457
505	536.7940136
506	536.7915205
507	536.7915205
508	536.7274029
509	536.5925708
510	536.5925708
511	536.5925708
512	536.5498654
513	536.5498654
514	536.4687853
515	536.4463649
516	536.4463649
517	536.4463649
518	536.4079009
519	536.2337863
520	536.2337863
521	536.1934623
522	536.0617794
523	536.0617794
524	536.0617794
525	536.0399557
526	536.0399557
527	536.0399557
528	536.0399557
529	536.024884
530	536.0205483
531	535.9751669
532	535.9693669
533	535.9508785
534	535.9508785
535	535.9482935
536	535.9482935
537	535.9482935
538	535.9277223
539	535.8964947
540	535.8834664
541	535.8735085
542	535.8735085
543	535.8735085
544	535.8389896
545	535.8290775
546	535.8273321
547	535.8217805
548	535.8217805
549	535.6278856
550	535.5175451
551	535.5175451
552	535.4023128
553	535.3136012
554	535.3098742
555	535.3098742
556	535.2266321
557	535.2266321
558	535.2266321
559	535.2266321
560	535.1947386
561	535.153993
562	535.153993
563	535.1518266
564	535.1503672
565	535.0939417
566	535.0573414
567	535.0531362
568	535.021752
569	535.0183839
570	534.973914
571	534.9624737
572	534.9624737
573	534.9624737
574	534.9624737
575	534.9593094
576	534.9593094
577	534.9593094
578	534.9567686
579	534.9484612
580	534.9110661
581	534.9055951
582	534.8789113
583	534.8789113
584	534.7535923
585	534.3777054
586	534.3374246
587	534.3133774
588	534.3071515
589	534.2944341
590	534.2908717
591	534.2761044
592	534.2422744
593	534.2204795
594	534.2169852
595	534.1272136
596	534.1165339
597	534.0938794
598	534.0938794
599	534.0938794
600	534.0938794
601	534.0938794
602	534.0938794
603	534.074766
604	533.9914441
605	533.8742948
606	533.8421823
607	533.8421823
608	533.8421823
609	533.8421823
610	533.8421823
611	533.8421823
612	533.8418041
613	533.8418041
614	533.6718651
615	533.6290858
616	533.6007365
617	533.5884016
618	533.5884016
619	533.5884016
620	533.5264063
621	533.5264063
622	533.5032929
623	533.436362
624	533.436362
625	533.436362
626	533.4130125
627	533.4130125
628	533.4130125
629	533.3954798
630	533.3954798
631	533.3841758
632	533.3450839
633	533.3450839
634	533.3450839
635	533.3450839
636	533.3450839
637	533.3450839
638	533.3416906
639	533.3246801
640	533.3246801
641	533.3246801
642	533.3246801
643	533.3246801
644	533.3246801
645	533.3096847
646	533.2731655
647	533.2731655
648	533.2095592
649	533.1848662
650	533.1658992
651	533.102833
652	533.0975763
653	533.0975763
654	533.0975763
655	533.0946803
656	533.0946803
657	533.0628094
658	533.0628094
659	533.0628094
660	533.0628094
661	533.0553084
662	533.0251432
663	532.9539895
664	532.9539895
665	532.9428826
666	532.928891
667	532.928891
668	532.928891
669	532.928891
670	532.8585676
671	532.8559894
672	532.7066336
673	532.702635
674	532.702635
675	532.6920887
676	532.6704438
677	532.6704438
678	532.6351612
679	532.6120919
680	532.6120919
681	532.5846581
682	532.5846581
683	532.5846581
684	532.5846581
685	532.5846581
686	532.5599305
687	532.5599305
688	532.4043699
689	532.4043699
690	532.3402954
691	532.3344591
692	532.326303
693	532.2894002
694	532.2767542
695	532.2711097
696	532.2637705
697	532.2637705
698	532.2595195
699	532.2595195
700	532.230754
701	532.1538446
702	532.0754904
703	532.0754904
704	532.0692401
705	532.0692401
706	532.0692401
707	532.026824
708	532.026824
709	532.0181087
710	532.0181087
711	531.9958727
712	531.9958727
713	531.9080948
714	531.8998718
715	531.8703717
716	531.8703717
717	531.8703717
718	531.8703717
719	531.8703717
720	531.8542773
721	531.8542773
722	531.8542773
723	531.4051719
724	531.4051718
725	531.3933928
726	531.3562844
727	531.3562844
728	531.3562844
729	531.3554148
730	531.3554148
731	531.3554148
732	531.3480522
733	531.3394466
734	531.258067
735	531.2554833
736	531.2415497
737	531.21621
738	530.8333887
739	530.8247831
740	530.6239979
741	530.6239978
742	530.5985264
743	530.4426678
744	530.4426678
745	530.4426678
746	530.4426677
747	530.4138728
748	530.4138727
749	530.4029292
750	530.3597253
751	530.3490554
752	530.3011315
753	530.2588831
754	530.2580801
755	530.2489472
756	530.2489472
757	530.2183755
758	530.2183755
759	530.2183755
760	530.2114129
761	530.1888685
762	530.1888685
763	530.1826346
764	530.1826346
765	530.1818858
766	530.1776275
767	530.1776275
768	530.154648
769	530.0744857
770	530.0744857
771	530.0391282
772	530.0183574
773	530.0183574
774	529.8829706
775	529.8564881
776	529.8564881
777	529.828044
778	529.7812348
779	529.7812348
780	529.7709989
781	529.7490626
782	529.7120391
783	529.6973282
784	529.6931705
785	529.6931705
786	529.6777936
787	529.6583677
788	529.6303572
789	529.6260323
790	529.6260323
791	529.6196003
792	529.5893146
793	529.5893146
794	529.5879112
795	529.5879112
796	529.5738111
797	529.4531745
798	529.1934043
799	529.1792201
800	529.1573016
801	529.1524322
802	529.1278833
803	529.0608544
804	529.0127162
805	528.9407075
806	528.8716392
807	528.8413747
808	528.8382104
809	528.8382104
810	528.8382104
811	528.6937878
812	528.59794
813	528.5439045
814	528.5439045
815	528.5339154
816	528.5339154
817	528.3366241
818	528.3366241
819	528.3366241
820	528.3366241
821	528.3329388
822	528.3291843
823	528.3291843
824	528.3291843
825	528.3291843
826	528.3265343
827	528.2898172
828	528.16534
829	528.0801584
830	528.01388
831	527.9779904
832	527.9238678
833	527.9238678
834	527.9221546
835	527.9221546
836	527.8916627
837	527.862618
838	527.8554501
839	527.8554501
840	527.8545729
841	527.8394221
842	527.8224424
843	527.7699909
844	527.7699909
845	527.7477663
846	527.7477663
847	527.7477663
848	527.7446614
849	527.4899731
850	527.4899731
851	527.4223637
852	527.4125458
853	527.4125458
854	527.4087071
855	527.4058441
856	527.4025849
857	527.4025849
858	527.4000271
859	527.4000271
860	527.4000271
861	527.3969656
862	527.3969656
863	527.3969656
864	527.3871358
865	527.3841892
866	527.3841892
867	527.3162381
868	527.2897718
869	527.2897718
870	527.2608313
871	527.2608313
872	527.2111664
873	527.2111664
874	527.1358539
875	527.1358539
876	527.1358539
877	527.1358539
878	527.1329095
879	527.1193548
880	527.1172069
881	527.1152104
882	527.1128753
883	527.1128753
884	527.1128753
885	527.1044326
886	527.0423081
887	527.0264741
888	527.0244779
889	527.0244779
890	527.021967
891	527.021967
892	527.0209427
893	527.0131753
894	527.0085361
895	526.9681434
896	526.9681434
897	526.9681434
898	526.9660446
899	526.94273
900	526.94273
901	526.9343866
902	526.9343866
903	526.9316049
904	526.9316049
905	526.9309694
906	526.9309694
907	526.7288316
908	526.7072211
909	526.7072211
910	526.6792879
911	526.6600117
912	526.6594391
913	526.6472095
914	526.6472095
915	526.6267735
916	526.6129989
917	526.6099818
918	526.58334
919	526.5827309
920	526.5827309
921	526.5772089
922	526.5514369
923	526.5514369
924	526.5514369
925	526.5495756
926	526.4888368
927	526.4731624
928	526.4731624
929	526.4731624
930	526.4277421
931	526.4014103
932	526.3977963
933	526.3964415
934	526.3235137
935	526.3235137
936	526.3012597
937	526.2994221
938	526.2994221
939	526.2593726
940	526.2593726
941	526.2513502
942	526.2493237
943	526.1953763
944	526.1953763
945	526.176444
946	526.1327986
947	526.1327986
948	526.0543642
949	526.051091
950	526.051091
951	526.0189621
952	526.0189621
953	525.9555538
954	525.9547583
955	525.9547583
956	525.9542057
957	525.9542057
958	525.9542057
959	525.9387391
960	525.9387391
961	525.9330515
962	525.7922412
963	525.7401196
964	525.7401196
965	525.723289
966	525.723289
967	525.6425107
968	525.6425107
969	525.6124089
970	525.6124089
971	525.6115407
972	525.6115407
973	525.6115407
974	525.5843388
975	525.5650318
976	525.5369334
977	525.4892211
978	525.4853291
979	525.4853291
980	525.4853291
981	525.4464782
982	525.4464782
983	525.4334285
984	525.4334285
985	525.4334285
986	525.3877539
987	525.3679072
988	525.3662852
989	525.2265342
990	525.2082061
991	525.1961364
992	525.1909708
993	525.1909708
994	525.1909708
995	525.1909707
996	525.1887187
997	525.1887186
998	525.1426183
999	525.1406363
1000	525.14042
1001	525.14042
1002	525.1143865
1003	525.0971965
1004	525.0807127
1005	525.0798184
1006	524.997759
1007	524.9971716
1008	524.9963271
1009	524.9963271
1010	524.9953345
1011	524.9953345
1012	524.9926546
1013	524.9592816
1014	524.919002
1015	524.8860003
1016	524.8841491
1017	524.8754701
1018	524.8583059
1019	524.8583059
1020	524.7774901
1021	524.7706942
1022	524.7686982
1023	524.762505
1024	524.7608101
1025	524.7602437
1026	524.7597419
1027	524.7523875
1028	524.74555
1029	524.7438436
1030	524.6706768
1031	524.6691479
1032	524.6612344
1033	524.6612344
1034	524.6594265
1035	524.6594265
1036	524.6594265
1037	524.6360154
1038	524.6303437
1039	524.6038933
1040	524.6033143
1041	524.5747655
1042	524.5747655
1043	524.5720187
1044	524.5720187
1045	524.5720187
1046	524.4963598
1047	524.4963598
1048	524.4963598
1049	524.4940095
1050	524.4922881
1051	524.4922881
1052	524.4917193
1053	524.4534281
1054	524.4534281
1055	524.4534281
1056	524.4007009
1057	524.4007009
1058	524.3279721
1059	524.3265836
1060	524.3265836
1061	524.3265836
1062	524.3179514
1063	524.2519131
1064	524.1704958
1065	524.1313041
1066	524.1313041
1067	524.1313041
1068	524.1313041
1069	524.1296215
1070	524.1296215
1071	524.125122
1072	524.125122
1073	524.1235833
1074	524.1223084
1075	524.1223084
1076	524.1223084
1077	524.1207299
1078	524.1207299
1079	524.0973002
1080	524.0873084
1081	524.0816186
1082	524.0803184
1083	524.0795555
1084	524.0795555
1085	523.9744735
1086	523.9744735
1087	523.9485402
1088	523.9425911
1089	523.942443
1090	523.8994344
1091	523.8994344
1092	523.6809962
1093	523.6809962
1094	523.6730088
1095	523.6384996
1096	523.6384996
1097	523.6271855
1098	523.6267702
1099	523.5391818
1100	523.5214111
1101	523.5045584
1102	523.5045584
1103	523.5040171
1104	523.5029724
1105	523.4564529
1106	523.4362914
1107	523.3916949
1108	523.3910477
1109	523.3910477
1110	523.3910477
1111	523.3321182
1112	523.2824884
1113	523.2618899
1114	523.2618899
1115	523.2410655
1116	523.2403181
1117	523.2403181
1118	523.2286147
1119	523.2275055
1120	523.2275055
1121	523.2275055
1122	523.2275055
1123	523.225859
1124	523.2108412
1125	523.1988232
1126	523.1979363
1127	523.1969408
1128	523.1969408
1129	523.1961507
1130	523.171281
1131	523.171281
1132	523.1711384
1133	523.1510008
1134	523.1510008
1135	523.1503073
1136	523.1503073
1137	523.1461125
1138	523.1195231
1139	523.1145713
1140	523.0765985
1141	523.0765985
1142	523.0762563
1143	523.0388645
1144	523.0379888
1145	523.0379888
1146	523.0369476
1147	523.0335608
1148	522.8787998
1149	522.8621939
1150	522.8618519
1151	522.7882536
1152	522.7697059
1153	522.7201688
1154	522.707372
1155	522.7049929
1156	522.7049929
1157	522.684782
1158	522.6839178
1159	522.6743248
1160	522.6621065
1161	522.6459121
1162	522.6261745
1163	522.6261745
1164	522.6261745
1165	522.6161753
1166	522.6029998
1167	522.5972866
1168	522.5972866
1169	522.5972866
1170	522.5922872
1171	522.5869801
1172	522.5740315
1173	522.5734974
1174	522.5734974
1175	522.5734974
1176	522.5709258
1177	522.5687313
1178	522.5687313
1179	522.5680976
1180	522.5557858
1181	522.5555009
1182	522.5555009
1183	522.5555008
1184	522.55498
1185	522.55498
1186	522.5174692
1187	522.4904849
1188	522.4534546
1189	522.4534546
1190	522.4534546
1191	522.4534546
1192	522.3829742
1193	522.3822968
1194	522.3811675
1195	522.3811675
1196	522.3177553
1197	522.3081614
1198	522.3081614
1199	522.2859286
1200	522.2459193
1201	522.2202518
1202	522.2202518
1203	522.2024364
1204	522.1574599
1205	522.1574599
1206	522.1527466
1207	522.1507412
1208	522.1507412
1209	522.1504755
1210	522.0726881
1211	522.0664275
1212	522.0269468
1213	522.0269468
1214	522.0269467
1215	522.0235617
1216	522.0045111
1217	521.9507556
1218	521.9507556
1219	521.9295874
1220	521.9289765
1221	521.8981693
1222	521.8981693
1223	521.8981693
1224	521.8981693
1225	521.878615
1226	521.878615
1227	521.8777392
1228	521.8777392
1229	521.8767632
1230	521.8545928
1231	521.8425312
1232	521.841177
1233	521.841177
1234	521.841177
1235	521.841177
1236	521.8293955
1237	521.8286202
1238	521.8286202
1239	521.8093186
1240	521.8093186
1241	521.8093186
1242	521.8001157
1243	521.8001157
1244	521.7856446
1245	521.7659644
1246	521.7627904
1247	521.6735815
1248	521.6184594
1249	521.5571722
1250	521.5571722
1251	521.5460119
1252	521.5460119
1253	521.4833172
1254	521.4831576
1255	521.4723054
1256	521.4723054
1257	521.4714124
1258	521.4714124
1259	521.4714124
1260	521.4166394
1261	521.4166394
1262	521.4166394
1263	521.4057879
1264	521.373338
1265	521.3714579
1266	521.3713475
1267	521.3668978
1268	521.3654501
1269	521.3654501
1270	521.3535177
1271	521.3535177
1272	521.3296204
1273	521.3296204
1274	521.3283111
1275	521.3277465
1276	521.3271289
1277	521.3255525
1278	521.315975
1279	521.315975
1280	521.315975
1281	521.314688
1282	521.3003583
1283	521.2971227
1284	521.2795683
1285	521.2795683
1286	521.1987433
1287	521.1987433
1288	521.1964781
1289	521.1704996
1290	521.1333309
1291	521.1312515
1292	521.1312515
1293	521.1312515
1294	521.1245955
1295	521.1245955
1296	521.1132875
1297	521.0995095
1298	521.0995095
1299	521.0995095
1300	521.0995095
1301	521.0995095
1302	521.0914541
1303	521.0849196
1304	521.0849196
1305	521.0849196
1306	521.084411
1307	521.0131095
1308	521.0131095
1309	521.0125441
1310	520.9743067
1311	520.9554922
1312	520.9554922
1313	520.8972559
1314	520.8957075
1315	520.8952857
1316	520.8952857
1317	520.8949193
1318	520.8096346
1319	520.8028528
1320	520.8028528
1321	520.8028528
1322	520.7978246
1323	520.713957
1324	520.7067483
1325	520.7067483
1326	520.7067483
1327	520.7063771
1328	520.7035323
1329	520.7031004
1330	520.7031003
1331	520.7031003
1332	520.7031003
1333	520.7031003
1334	520.6795526
1335	520.6795526
1336	520.6795526
1337	520.6795526
1338	520.6784822
1339	520.6678623
1340	520.6678623
1341	520.6678623
1342	520.6659057
1343	520.6566164
1344	520.6566164
1345	520.6564396
1346	520.6564396
1347	520.6564396
1348	520.6548921
1349	520.6540335
1350	520.6404044
1351	520.6404044
1352	520.6378467
1353	520.6351917
1354	520.6202417
1355	520.6066755
1356	520.5325233
1357	520.5296289
1358	520.5296289
1359	520.5166781
1360	520.5130332
1361	520.5130332
1362	520.5039485
1363	520.498622
1364	520.4805402
1365	520.4805402
1366	520.4441493
1367	520.3870667
1368	520.38664
1369	520.38664
1370	520.383704
1371	520.383704
1372	520.383704
1373	520.383067
1374	520.3759055
1375	520.3759055
1376	520.3759055
1377	520.3755997
1378	520.3747419
1379	520.3747419
1380	520.3747419
1381	520.3675081
1382	520.3675081
1383	520.3675081
1384	520.3245601
1385	520.3213907
1386	520.2491031
1387	520.2491031
1388	520.2379737
1389	520.2379737
1390	520.2379737
1391	520.2297919
1392	520.2297919
1393	520.2244287
1394	520.2244287
1395	520.2003951
1396	520.2003951
1397	520.2003951
1398	520.1999839
1399	520.1982039
1400	520.1982039
1401	520.1982039
1402	520.1982039
1403	520.1982039
1404	520.1982039
1405	520.1960497
1406	519.9965922
1407	519.9965922
1408	519.9959853
1409	519.9836054
1410	519.9836054
1411	519.9730401
1412	519.9730401
1413	519.9726532
1414	519.9726532
1415	519.9675891
1416	519.9672259
1417	519.9431613
1418	519.9425557
1419	519.9420165
1420	519.9302814
1421	519.9302814
1422	519.9302814
1423	519.9297968
1424	519.9221285
1425	519.9221285
1426	519.9191485
1427	519.912325
1428	519.912325
1429	519.9040101
1430	519.9040101
1431	519.9031941
1432	519.9026237
1433	519.9021356
1434	519.9016755
1435	519.8895958
1436	519.8884765
1437	519.8659994
1438	519.8601437
1439	519.8576174
1440	519.8456799
1441	519.8456799
1442	519.8456799
1443	519.8230878
1444	519.8230878
1445	519.8187751
1446	519.8187751
1447	519.8187751
1448	519.8187751
1449	519.8160883
1450	519.7933845
1451	519.7933845
1452	519.7933845
1453	519.7933845
1454	519.7922036
1455	519.786511
1456	519.7823258
1457	519.775527
1458	519.775527
1459	519.7669927
1460	519.7669927
1461	519.7662397
1462	519.7292859
1463	519.7202639
1464	519.7202639
1465	519.6985548
1466	519.6985548
1467	519.6773322
1468	519.6667864
1469	519.6580485
1470	519.6538739
1471	519.6538739
1472	519.651716
1473	519.6512553
1474	519.6512553
1475	519.6222532
1476	519.6120893
1477	519.6053191
1478	519.6048778
1479	519.6048778
1480	519.6048778
1481	519.6002314
1482	519.5992353
1483	519.5764368
1484	519.535083
1485	519.529883
1486	519.5252271
1487	519.5178908
1488	519.5096922
1489	519.4640263
1490	519.4599758
1491	519.4599758
1492	519.4599758
1493	519.4599758
1494	519.4599758
1495	519.4599758
1496	519.4479593
1497	519.4352731
1498	519.4303665
1499	519.4190451
1500	519.4127886
1501	519.4025823
1502	519.4025823
1503	519.4025823
1504	519.4025823
1505	519.4025823
1506	519.3837517
1507	519.3837517
1508	519.3299878
1509	519.3299878
1510	519.3284853
1511	519.3284853
1512	519.3275343
1513	519.3275343
1514	519.3275343
1515	519.3148987
1516	519.3130974
1517	519.2935956
1518	519.2715801
1519	519.2715801
1520	519.2715801
1521	519.2617234
1522	519.2617234
1523	519.257729
1524	519.2533066
1525	519.2533066
1526	519.2533066
1527	519.2520407
1528	519.2518021
1529	519.2399392
1530	519.2395904
1531	519.2317877
1532	519.2046385
1533	519.192809
1534	519.192809
1535	519.1742869
1536	519.1742869
1537	519.1742869
1538	519.1742026
1539	519.1742026
1540	519.1742026
1541	519.1524895
1542	519.1468187
1543	519.1468187
1544	519.1439383
1545	519.1367398
1546	519.0746779
1547	519.0730082
1548	519.0730082
1549	519.022373
1550	519.022373
1551	519.022373
1552	519.0176251
1553	519.0176251
1554	519.0176251
1555	519.0151878
1556	519.013608
1557	519.0052384
1558	519.002011
1559	518.8604023
1560	518.8598713
1561	518.8570592
1562	518.8570592
1563	518.8239434
1564	518.8189245
1565	518.8189245
1566	518.8094734
1567	518.7841009
1568	518.768384
1569	518.7674077
1570	518.7034698
1571	518.7027482
1572	518.7027482
1573	518.7023185
1574	518.6960052
1575	518.6908149
1576	518.6902829
1577	518.6899566
1578	518.6855866
1579	518.680196
1580	518.680196
1581	518.6791698
1582	518.6786392
1583	518.6786392
1584	518.6513213
1585	518.6486395
1586	518.6480928
1587	518.6480928
1588	518.6278627
1589	518.6169177
1590	518.5776906
1591	518.5686746
1592	518.5641123
1593	518.523524
1594	518.523524
1595	518.5147429
1596	518.4968346
1597	518.4968346
1598	518.4791828
1599	518.4791828
1600	518.4501882
1601	518.4501882
1602	518.3921373
1603	518.3921373
1604	518.3921373
1605	518.3921373
1606	518.3921373
1607	518.3881883
1608	518.3034024
1609	518.3025073
1610	518.3025073
1611	518.2429853
1612	518.2044053
1613	518.2034733
1614	518.1852973
1615	518.1852973
1616	518.173287
1617	518.1419724
1618	518.1419723
1619	518.1252892
1620	518.0130284
1621	518.0130284
1622	518.0130284
1623	518.0130284
1624	518.0063123
1625	517.986443
1626	517.986443
1627	517.9752052
1628	517.9560861
1629	517.9560861
1630	517.9438699
1631	517.9403862
1632	517.9403862
1633	517.9403862
1634	517.9400408
1635	517.9400408
1636	517.9400408
1637	517.9320723
1638	517.8654714
1639	517.8654141
1640	517.8607569
1641	517.8222479
1642	517.7821527
1643	517.7821527
1644	517.7821527
1645	517.7003588
1646	517.6844641
1647	517.6500349
1648	517.6500348
1649	517.6500348
1650	517.6500348
1651	517.6500348
1652	517.6185473
1653	517.6185473
1654	517.6185473
1655	517.6143246
1656	517.6137716
1657	517.611693
1658	517.6086642
1659	517.5877271
1660	517.5877271
1661	517.5584813
1662	517.5579443
1663	517.5575429
1664	517.5575429
1665	517.5539011
1666	517.5539011
1667	517.5533938
1668	517.5522209
1669	517.5522209
1670	517.5517881
1671	517.5477725
1672	517.5477725
1673	517.5353401
1674	517.5353401
1675	517.531689
1676	517.5261542
1677	517.5253612
1678	517.517406
1679	517.5169682
1680	517.4627863
